corpus,relative_path,utterance_id,speaker_id,session_id,subset,original_label,label_six,label_four,duration_s,sample_rate,sha256
cremad,AudioWAV/1020_WSI_NEU_XX.wav,cremad/1020_WSI_NEU_XX,cremad_1020,,,neutral,neutral,neutral,2.302313,16000,fa45bfe717d373dc3fc8510f5cb4be06713ae8d55a349e99f2bf8c49b7e5a7d4
cremad,AudioWAV/1020_WSI_SAD_XX.wav,cremad/1020_WSI_SAD_XX,cremad_1020,,,sad,sad,sad,2.736063,16000,ace02a9a346f0097ef9cbe60becc31314d411bae8cdfc8df055e6038c938f359
cremad,AudioWAV/1021_DFA_ANG_XX.wav,cremad/1021_DFA_ANG_XX,cremad_1021,,,angry,angry,angry,2.869562,16000,04155901d739f2d81dd8b53f80a61235da5b3da574991b2dc4848cf5d5036d72
cremad,AudioWAV/1021_DFA_DIS_XX.wav,cremad/1021_DFA_DIS_XX,cremad_1021,,,disgust,disgust,,3.570250,16000,af37d66b16a96a3ad5c7fe1652f513142709ee6dd3d4aee20c2659b2c97cf893
cremad,AudioWAV/1021_DFA_FEA_XX.wav,cremad/1021_DFA_FEA_XX,cremad_1021,,,fear,fear,,2.902875,16000,992b084f94b9d015c24e737f199e71ba11d5c0b531806ed62c994dbc77a1ddde
cremad,AudioWAV/1021_DFA_HAP_XX.wav,cremad/1021_DFA_HAP_XX,cremad_1021,,,happy,happy,happy,2.402375,16000,6806fdf7c3d7a3927560f8099b45c3770da2128ce4fecab90033471476134cfd
cremad,AudioWAV/1021_DFA_NEU_XX.wav,cremad/1021_DFA_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.602625,16000,401a7af77c19496b79913d059823184acd3b08c07da549e97ae17b965341008d
cremad,AudioWAV/1021_DFA_SAD_XX.wav,cremad/1021_DFA_SAD_XX,cremad_1021,,,sad,sad,sad,2.469125,16000,4589d0b2d3b9d746881f5585e3265c07d5bfa93e801e49140742b9973f3a6ed9
cremad,AudioWAV/1021_IEO_ANG_HI.wav,cremad/1021_IEO_ANG_HI,cremad_1021,,,angry,angry,angry,3.670313,16000,c1c7946ceb42cec46d5a7c179dd44c4c9b880b6bbe6907c81257c1647d6249d1
cremad,AudioWAV/1021_IEO_ANG_LO.wav,cremad/1021_IEO_ANG_LO,cremad_1021,,,angry,angry,angry,2.469125,16000,1f4dbaab18d15c9babbc7c271a8be00f19ae95b1dab3249162e8c14aa1d30e33
cremad,AudioWAV/1021_IEO_ANG_MD.wav,cremad/1021_IEO_ANG_MD,cremad_1021,,,angry,angry,angry,2.569250,16000,1e2d4ceaada4f1ab8db67ccedcb5278cc805eea72573684e7250e259b2957bce
cremad,AudioWAV/1021_IEO_DIS_HI.wav,cremad/1021_IEO_DIS_HI,cremad_1021,,,disgust,disgust,,3.403375,16000,990aa7b4d7c219840feb60d0930c9a3d93b4d78ed612b0710b68bfb42e6762fb
cremad,AudioWAV/1021_IEO_DIS_LO.wav,cremad/1021_IEO_DIS_LO,cremad_1021,,,disgust,disgust,,2.268937,16000,3ec79429cd28b4020abbb57d6dcfbe80613aae8149a6b806b76323845755be73
cremad,AudioWAV/1021_IEO_DIS_MD.wav,cremad/1021_IEO_DIS_MD,cremad_1021,,,disgust,disgust,,2.569250,16000,749e2e6763ff8e86ba914ecca042cc3899120d4eb984df38b197fd5d3bd9dc93
cremad,AudioWAV/1021_IEO_FEA_HI.wav,cremad/1021_IEO_FEA_HI,cremad_1021,,,fear,fear,,3.103125,16000,7534919e0ad6bb263b362107013ec13dcfa6363125154a449d66046e69963e49
cremad,AudioWAV/1021_IEO_FEA_LO.wav,cremad/1021_IEO_FEA_LO,cremad_1021,,,fear,fear,,3.269938,16000,5f4ae444837341c690d7b85cb2b517d250bd493af5fd81d5cbd48e2dc1153aa8
cremad,AudioWAV/1021_IEO_FEA_MD.wav,cremad/1021_IEO_FEA_MD,cremad_1021,,,fear,fear,,2.502500,16000,db95a117587933028cb3b4abcc0bafe1abd987501209ad24cda1af393b8371c6
cremad,AudioWAV/1021_IEO_HAP_HI.wav,cremad/1021_IEO_HAP_HI,cremad_1021,,,happy,happy,happy,2.669313,16000,a2e787c523a93397b400a358c645b9d67d75857b66d0de1bf7b2bef3087a55b3
cremad,AudioWAV/1021_IEO_HAP_LO.wav,cremad/1021_IEO_HAP_LO,cremad_1021,,,happy,happy,happy,1.735062,16000,99c49e19ddd709fb39cbbc7e56e280b223b449fe5c4fc89605b29183fbe73e69
cremad,AudioWAV/1021_IEO_HAP_MD.wav,cremad/1021_IEO_HAP_MD,cremad_1021,,,happy,happy,happy,2.502500,16000,f5930ae06ae8bd0657de752753437f8f51473ce2a4acda50f6181eeb35447c22
cremad,AudioWAV/1021_IEO_NEU_XX.wav,cremad/1021_IEO_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.068750,16000,3dfc9ffcd848448642e1ca6a4ecc4e5164717214d604fc73ed316fb802058137
cremad,AudioWAV/1021_IEO_SAD_HI.wav,cremad/1021_IEO_SAD_HI,cremad_1021,,,sad,sad,sad,3.536875,16000,a4fde91da62e491d1780fb336b06de37573f4bb0b90959fac9110df05e192c6e
cremad,AudioWAV/1021_IEO_SAD_LO.wav,cremad/1021_IEO_SAD_LO,cremad_1021,,,sad,sad,sad,2.275562,16000,e8043ae06ba75b124abd868286e31cc5816e0ab9eb08f96a43a08e0bf0d40c15
cremad,AudioWAV/1021_IEO_SAD_MD.wav,cremad/1021_IEO_SAD_MD,cremad_1021,,,sad,sad,sad,2.936250,16000,0d4419a12ee051ff550ea2595ca6b81e345a4a60c491046958e4868bdd9fc695
cremad,AudioWAV/1021_IOM_ANG_XX.wav,cremad/1021_IOM_ANG_XX,cremad_1021,,,angry,angry,angry,2.602625,16000,e649c269405028e3d1a71bd8e6d7d5883892dbc9ff31393205ebcadce2abd227
cremad,AudioWAV/1021_IOM_DIS_XX.wav,cremad/1021_IOM_DIS_XX,cremad_1021,,,disgust,disgust,,2.502500,16000,5dede9cf66697141810d7d3767141cddfcb26cea485d70307cbc3b52dc1e783a
cremad,AudioWAV/1021_IOM_FEA_XX.wav,cremad/1021_IOM_FEA_XX,cremad_1021,,,fear,fear,,2.602625,16000,8c22c38c9072b97f2b7568ec298c6d2136b0822d98ab77a66911a690abc95b37
cremad,AudioWAV/1021_IOM_HAP_XX.wav,cremad/1021_IOM_HAP_XX,cremad_1021,,,happy,happy,happy,2.302313,16000,cdce6e597007310436f7f11a6a6d4b2d9cd698b79b8d303325ed64947bcb01ca
cremad,AudioWAV/1021_IOM_NEU_XX.wav,cremad/1021_IOM_NEU_XX,cremad_1021,,,neutral,neutral,neutral,1.968625,16000,1ba12bb68370db08aad1c339695acc417d622dc6ddd47f209e2cfa7f52edb907
cremad,AudioWAV/1021_IOM_SAD_XX.wav,cremad/1021_IOM_SAD_XX,cremad_1021,,,sad,sad,sad,2.635937,16000,10c7f7959ba446a1371f6a9d2ac5b7a56b779da1dffbd52a15b7ae2650f1fb5d
cremad,AudioWAV/1021_ITH_ANG_XX.wav,cremad/1021_ITH_ANG_XX,cremad_1021,,,angry,angry,angry,3.203187,16000,9578df72ab0168a0c0955b8caaf872febcffd7351387ff8c6d9d3f1bcfa4f438
cremad,AudioWAV/1021_ITH_DIS_XX.wav,cremad/1021_ITH_DIS_XX,cremad_1021,,,disgust,disgust,,3.136437,16000,3c60f327ec409b7626695a196256c2a12cceffab92fa37a27544f2b5b8ab27c3
cremad,AudioWAV/1021_ITH_FEA_XX.wav,cremad/1021_ITH_FEA_XX,cremad_1021,,,fear,fear,,3.103125,16000,9edcfbb17e4a743eb0d775061b4e2514ffe68a640a9859da33db4a52af586e24
cremad,AudioWAV/1021_ITH_HAP_XX.wav,cremad/1021_ITH_HAP_XX,cremad_1021,,,happy,happy,happy,3.169812,16000,19e0b8c02de476923fa9a8ac4154d7c9de55ba22d27dfc4bea6076af6aea6f59
cremad,AudioWAV/1021_ITH_NEU_XX.wav,cremad/1021_ITH_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.435750,16000,5a45d1a28059c63f28fdcb40eba13800d623f8ad5f01a22b027f47fcd3177589
cremad,AudioWAV/1021_ITH_SAD_XX.wav,cremad/1021_ITH_SAD_XX,cremad_1021,,,sad,sad,sad,2.969625,16000,e0bf73e5bcc49e7114303fdde9f02532be67ef9bdfe727901a68828d4ded4724
cremad,AudioWAV/1021_ITS_ANG_XX.wav,cremad/1021_ITS_ANG_XX,cremad_1021,,,angry,angry,angry,3.203187,16000,ba1e6f7159ae8f24aa9d986ee2f5103f5c416cca9ac6a9d9e849a14c5eae8c19
cremad,AudioWAV/1021_ITS_DIS_XX.wav,cremad/1021_ITS_DIS_XX,cremad_1021,,,disgust,disgust,,3.136437,16000,4f5d819112ef6b9df60fc07cb6d14b36be2ec02a3db1acd6ffad18927a13ae70
cremad,AudioWAV/1021_ITS_FEA_XX.wav,cremad/1021_ITS_FEA_XX,cremad_1021,,,fear,fear,,2.902875,16000,e4acf6d929a4a6b0bdf1c3f5f303565c688cd95f68c570e49bf50ee8f6531f68
cremad,AudioWAV/1021_ITS_HAP_XX.wav,cremad/1021_ITS_HAP_XX,cremad_1021,,,happy,happy,happy,2.702688,16000,6366498e8e76e8b3267d15c85ac0ac7ee6d888287ddfdd5e5d2496b68d3dae49
cremad,AudioWAV/1021_ITS_NEU_XX.wav,cremad/1021_ITS_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.769437,16000,d1ddca193b701372047582fa0d837087a1343bb4a2be47bbe56d348847eee9ca
cremad,AudioWAV/1021_ITS_SAD_XX.wav,cremad/1021_ITS_SAD_XX,cremad_1021,,,sad,sad,sad,3.036375,16000,2909103cc4bcde192fcbad26f0d97e3f4519aab87c3566ff94c7d2d67d0b18ac
cremad,AudioWAV/1021_IWL_ANG_XX.wav,cremad/1021_IWL_ANG_XX,cremad_1021,,,angry,angry,angry,2.969625,16000,9e45364b3911db8b6ac954320e50da7c593a82a1260ef6208c92bc781e284b59
cremad,AudioWAV/1021_IWL_DIS_XX.wav,cremad/1021_IWL_DIS_XX,cremad_1021,,,disgust,disgust,,2.702688,16000,753016194da86d5fb2f84914d42c3569fc1652e6309d840d7130a561c0110403
cremad,AudioWAV/1021_IWL_FEA_XX.wav,cremad/1021_IWL_FEA_XX,cremad_1021,,,fear,fear,,2.969625,16000,df46cacbcc02f6507f2a362644ce6d697f00d597f08d2f53576241667ff5c7bd
cremad,AudioWAV/1021_IWL_HAP_XX.wav,cremad/1021_IWL_HAP_XX,cremad_1021,,,happy,happy,happy,3.303313,16000,32bc02b04969c16a63ee640c7f7b5bea862edb1dcc09e6312b8976d84c269783
cremad,AudioWAV/1021_IWL_NEU_XX.wav,cremad/1021_IWL_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.869562,16000,856a05c3f0486859fe82bd377a6293f9053c25d37843a447afe73ae25181a880
cremad,AudioWAV/1021_IWL_SAD_XX.wav,cremad/1021_IWL_SAD_XX,cremad_1021,,,sad,sad,sad,2.836187,16000,e6e22fc30297ee27306dc452d35ac192f9b56b7000d1dd2e613edefe9e418323
cremad,AudioWAV/1021_IWW_ANG_XX.wav,cremad/1021_IWW_ANG_XX,cremad_1021,,,angry,angry,angry,2.902875,16000,c7673ec36c4da12b0e924ffc7f09bc9080144720ff38548e470053301cb6e8a5
cremad,AudioWAV/1021_IWW_DIS_XX.wav,cremad/1021_IWW_DIS_XX,cremad_1021,,,disgust,disgust,,2.936250,16000,c7f757dbb8b89d2365ca434c317f5d53d5a3c628a8784c7ed3a71c4465618709
cremad,AudioWAV/1021_IWW_FEA_XX.wav,cremad/1021_IWW_FEA_XX,cremad_1021,,,fear,fear,,3.303313,16000,d6c7f736de793f72a3b70a028c828f0bfe655fddaf1ee21fb82cf67b6de2177f
cremad,AudioWAV/1021_IWW_HAP_XX.wav,cremad/1021_IWW_HAP_XX,cremad_1021,,,happy,happy,happy,2.802812,16000,25b4281a206586ef447b9d20aab368156db9fc8b802f191d0a93a7ccc30b0291
cremad,AudioWAV/1021_IWW_NEU_XX.wav,cremad/1021_IWW_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.635937,16000,a131b324df3675eb02d58225300c2d56b0157505e4ee1eb534ce740e80d54349
cremad,AudioWAV/1021_IWW_SAD_XX.wav,cremad/1021_IWW_SAD_XX,cremad_1021,,,sad,sad,sad,2.836187,16000,c215365b78c4e48314c9c9949bf0cd6d3f7eacec6c07c4cb5907c750e05408e9
cremad,AudioWAV/1021_MTI_ANG_XX.wav,cremad/1021_MTI_ANG_XX,cremad_1021,,,angry,angry,angry,3.370062,16000,6164cdc682ceb6f6de96180dc4517fa40102b16bd4ecaf34ea7638155a4cec20
cremad,AudioWAV/1021_MTI_DIS_XX.wav,cremad/1021_MTI_DIS_XX,cremad_1021,,,disgust,disgust,,2.836187,16000,50d1380f5dbd4da237e3396f48f5867a8c1ffb5a353f28ef1abb9f35e8a7ba01
cremad,AudioWAV/1021_MTI_FEA_XX.wav,cremad/1021_MTI_FEA_XX,cremad_1021,,,fear,fear,,3.436750,16000,8d6b36cf051aa89d8069eafa960cf2fd8badb3c9ca63bb14f5bf419b15f04fb3
cremad,AudioWAV/1021_MTI_HAP_XX.wav,cremad/1021_MTI_HAP_XX,cremad_1021,,,happy,happy,happy,3.003000,16000,a02dd215298e057b1db9c17ba639b6b48961036d152a63c2712be866c6d7e823
cremad,AudioWAV/1021_MTI_NEU_XX.wav,cremad/1021_MTI_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.836187,16000,daab6c0d4da667badbc8a322489e4db82cb0d43ce77a1bad15311ebaaf321d5e
cremad,AudioWAV/1021_MTI_SAD_XX.wav,cremad/1021_MTI_SAD_XX,cremad_1021,,,sad,sad,sad,3.503500,16000,9a9ca1d1f556fb649b92c44d896bcf3e22fb7aabf3d99e5ece67977e44ea52fd
cremad,AudioWAV/1021_TAI_ANG_XX.wav,cremad/1021_TAI_ANG_XX,cremad_1021,,,angry,angry,angry,3.503500,16000,ee8733a5e8eacdcf26b0855f72d534ed150ec4ae8a7ca160834d8041464b0be8
cremad,AudioWAV/1021_TAI_DIS_XX.wav,cremad/1021_TAI_DIS_XX,cremad_1021,,,disgust,disgust,,3.370062,16000,e1da5a40f4b23b66ff7edd2ba4999b3eb6d89ad177d5ccebcc1e8069047e34d2
cremad,AudioWAV/1021_TAI_FEA_XX.wav,cremad/1021_TAI_FEA_XX,cremad_1021,,,fear,fear,,2.802812,16000,a933124903285c1add1c0cd612bc13ff021e908136b677e0fc2e6e2fb04df8df
cremad,AudioWAV/1021_TAI_HAP_XX.wav,cremad/1021_TAI_HAP_XX,cremad_1021,,,happy,happy,happy,2.702688,16000,735cfed99b8e26110aefd1a11c81c1237fc3f261238173392cef3df1368d35ed
cremad,AudioWAV/1021_TAI_NEU_XX.wav,cremad/1021_TAI_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.969625,16000,8e550b7dcf816281e4a226e597c0de1ed19042c95323194cbd6ce5e75f80b50a
cremad,AudioWAV/1021_TAI_SAD_XX.wav,cremad/1021_TAI_SAD_XX,cremad_1021,,,sad,sad,sad,2.802812,16000,eb7bc3a71e7c6c9295dc1027112e0b19f26dd87b5945714f6ed2f09e7f393f51
cremad,AudioWAV/1021_TIE_ANG_XX.wav,cremad/1021_TIE_ANG_XX,cremad_1021,,,angry,angry,angry,3.703688,16000,e19d7b5d6a51f73ad6c2a5cf6df10ad998b7dd90e1d79cc1b4d1e38c3a140c92
cremad,AudioWAV/1021_TIE_DIS_XX.wav,cremad/1021_TIE_DIS_XX,cremad_1021,,,disgust,disgust,,3.332750,16000,b5f8eec02c850834f1c4c416fa59540a0f91b8ee747b6e3bbb2f8061b3438ef5
cremad,AudioWAV/1021_TIE_FEA_XX.wav,cremad/1021_TIE_FEA_XX,cremad_1021,,,fear,fear,,2.902875,16000,49590ed55f9f68e89183f765e8bdbc703fbe5f835ec36442d94d9ced7619cb89
cremad,AudioWAV/1021_TIE_HAP_XX.wav,cremad/1021_TIE_HAP_XX,cremad_1021,,,happy,happy,happy,2.602625,16000,4808f25726e6033a1dd79cf727be2dcab27975814461c62f6f611d542f34f9bb
cremad,AudioWAV/1021_TIE_NEU_XX.wav,cremad/1021_TIE_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.502500,16000,c2006fa29184461ff8a5a7b27802dfee8e2955e383a5ad34b51d3c5a942e1a74
cremad,AudioWAV/1021_TIE_SAD_XX.wav,cremad/1021_TIE_SAD_XX,cremad_1021,,,sad,sad,sad,3.403375,16000,0f0d9e844cb8abded5d75612398146963ab5888edbc6f140c6f19ef821a66533
cremad,AudioWAV/1021_TSI_ANG_XX.wav,cremad/1021_TSI_ANG_XX,cremad_1021,,,angry,angry,angry,2.669313,16000,ff396c288f162f665d6c36ca25462fd1faf7777a0daacc003f284b8d3e12b57e
cremad,AudioWAV/1021_TSI_DIS_XX.wav,cremad/1021_TSI_DIS_XX,cremad_1021,,,disgust,disgust,,3.069750,16000,074c222593f754ae6b544056d629871cc140767652be54bf6858f4a7eec5d01b
cremad,AudioWAV/1021_TSI_FEA_XX.wav,cremad/1021_TSI_FEA_XX,cremad_1021,,,fear,fear,,2.535875,16000,ec7e1bcef73fa3e76b3d2620f778ebee621fe679b2d5d2c8e07f1403792b0ae9
cremad,AudioWAV/1021_TSI_HAP_XX.wav,cremad/1021_TSI_HAP_XX,cremad_1021,,,happy,happy,happy,2.435750,16000,03659a38682e4d3f8d3ffe8d38654ebbc35d52b1a760ecd4627e5775cd18d937
cremad,AudioWAV/1021_TSI_NEU_XX.wav,cremad/1021_TSI_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.469125,16000,9b85815267e0e11566975747d1037b6242f48582c826bead23ee5c66c6a01f81
cremad,AudioWAV/1021_TSI_SAD_XX.wav,cremad/1021_TSI_SAD_XX,cremad_1021,,,sad,sad,sad,3.036375,16000,d49e7406ff867602cf3b1853e911bc4f57a17d1de7d149631e2e804f9381970a
cremad,AudioWAV/1021_WSI_ANG_XX.wav,cremad/1021_WSI_ANG_XX,cremad_1021,,,angry,angry,angry,2.736063,16000,ef2d176b138dc813f0711df5066d9ee95aa75c3efbb95488be9554b3fdd7ac07
cremad,AudioWAV/1021_WSI_DIS_XX.wav,cremad/1021_WSI_DIS_XX,cremad_1021,,,disgust,disgust,,2.869562,16000,21f84de6768f1b6856f5472179b3cf1531625b0b56f916c430bbc404be914c5d
cremad,AudioWAV/1021_WSI_FEA_XX.wav,cremad/1021_WSI_FEA_XX,cremad_1021,,,fear,fear,,3.069750,16000,d7249c11f3cf614d48542a3ef37aa96e7665f958d7bbed6da165e381aa907b69
cremad,AudioWAV/1021_WSI_HAP_XX.wav,cremad/1021_WSI_HAP_XX,cremad_1021,,,happy,happy,happy,3.136437,16000,42e11978f406090235ad60338f6e1e5a37ec71e22ec882685bf913e57d021069
cremad,AudioWAV/1021_WSI_NEU_XX.wav,cremad/1021_WSI_NEU_XX,cremad_1021,,,neutral,neutral,neutral,2.469125,16000,bbe728c7ac2ff05279e700ad41705e1b565d5f73e3f5c812d2634da8ab23b551
cremad,AudioWAV/1021_WSI_SAD_XX.wav,cremad/1021_WSI_SAD_XX,cremad_1021,,,sad,sad,sad,2.235562,16000,921b913288741c0df72ff57b03d6cf467728ffa752d9e71912dd96cdfd6ee011
cremad,AudioWAV/1022_DFA_ANG_XX.wav,cremad/1022_DFA_ANG_XX,cremad_1022,,,angry,angry,angry,2.936250,16000,d9381e194853a41bb4d35349958d51e423e464e8007e9ee38ebc4821d68fddba
cremad,AudioWAV/1022_DFA_DIS_XX.wav,cremad/1022_DFA_DIS_XX,cremad_1022,,,disgust,disgust,,2.602625,16000,f16d7b62ade07e5efa46dcbbcded0fc8e0bf740be687a72ff13333e73ecd41c8
cremad,AudioWAV/1022_DFA_FEA_XX.wav,cremad/1022_DFA_FEA_XX,cremad_1022,,,fear,fear,,2.369063,16000,806e5eee592402f381b563013e6aaac03118128efeaaecc8422c133caa3f8691
cremad,AudioWAV/1022_DFA_HAP_XX.wav,cremad/1022_DFA_HAP_XX,cremad_1022,,,happy,happy,happy,2.469125,16000,eb03bfe3c93adb2e998e0086b9df86b62efab9a9cce6c272b6466af6eeef89d1
cremad,AudioWAV/1022_DFA_NEU_XX.wav,cremad/1022_DFA_NEU_XX,cremad_1022,,,neutral,neutral,neutral,2.282688,16000,b8ae77d9f7c9fa5ac8ea7fc710514eedde0f4a367160d53ce6c8f662eefe5807
cremad,AudioWAV/1022_DFA_SAD_XX.wav,cremad/1022_DFA_SAD_XX,cremad_1022,,,sad,sad,sad,2.369063,16000,bb9880669a5c4717a33a26350c9c7297ac6bc141f2dae667309cd22e4f30de18
cremad,AudioWAV/1022_IEO_ANG_HI.wav,cremad/1022_IEO_ANG_HI,cremad_1022,,,angry,angry,angry,3.136437,16000,5a39a053cd54a9ef1bec143d7fe684bc114f21dce2baccb328a95f86d89e8cdb
cremad,AudioWAV/1022_IEO_ANG_LO.wav,cremad/1022_IEO_ANG_LO,cremad_1022,,,angry,angry,angry,1.801813,16000,b8b826dfc7620e5fcc64bfb009d5eb0b94087664120b63283982258fe22553b8
cremad,AudioWAV/1022_IEO_ANG_MD.wav,cremad/1022_IEO_ANG_MD,cremad_1022,,,angry,angry,angry,2.502500,16000,cbbb2826306e3046bf16a22d9873a1419439b7faf1d418b08db83b825a9c3de5
cremad,AudioWAV/1022_IEO_DIS_HI.wav,cremad/1022_IEO_DIS_HI,cremad_1022,,,disgust,disgust,,2.102125,16000,358aa86eb4f1633e1e208205914176a1657feae3d666cb56f80c708475cba263
cremad,AudioWAV/1022_IEO_DIS_LO.wav,cremad/1022_IEO_DIS_LO,cremad_1022,,,disgust,disgust,,2.135438,16000,a22a6eefbcb039cde655c066b1bfb8bc2b78ed23f443828237eab1bd747797c6
cremad,AudioWAV/1022_IEO_DIS_MD.wav,cremad/1022_IEO_DIS_MD,cremad_1022,,,disgust,disgust,,2.335688,16000,3e42ee0625df8b658258eb097190bd7a447f881afeb3c8650a3a510493bf22ca
cremad,AudioWAV/1022_IEO_FEA_HI.wav,cremad/1022_IEO_FEA_HI,cremad_1022,,,fear,fear,,2.302313,16000,8531321fd247b969bcfb349babd1e13b6e7b3e8d8ed5ca18770cfa5273659954
cremad,AudioWAV/1022_IEO_FEA_LO.wav,cremad/1022_IEO_FEA_LO,cremad_1022,,,fear,fear,,1.901875,16000,1724e1060fad679cabb696669ac84257b7a1a151b8311dba91793154fe9d849f
cremad,AudioWAV/1022_IEO_FEA_MD.wav,cremad/1022_IEO_FEA_MD,cremad_1022,,,fear,fear,,2.202187,16000,ca4cfc2281e16c14616945250bd751bd012c4806bc690e98596751d939c68408
cremad,AudioWAV/1022_IEO_HAP_HI.wav,cremad/1022_IEO_HAP_HI,cremad_1022,,,happy,happy,happy,1.835187,16000,dc172303497dd8cd36b8518ec51cf0072bcec08eba73f0f8709e3670daa047b5
cremad,AudioWAV/1022_IEO_HAP_LO.wav,cremad/1022_IEO_HAP_LO,cremad_1022,,,happy,happy,happy,1.968625,16000,c9632153f6fefa7b7af2a5637ccefb0a3753554d0d4478d12794058c53bb848b
cremad,AudioWAV/1022_IEO_HAP_MD.wav,cremad/1022_IEO_HAP_MD,cremad_1022,,,happy,happy,happy,1.968625,16000,974c924de3b8249fcfeed5489be2df6e59519f8cc87005c6d82685691105f15d
cremad,AudioWAV/1022_IEO_NEU_XX.wav,cremad/1022_IEO_NEU_XX,cremad_1022,,,neutral,neutral,neutral,1.701688,16000,daa733f484f21cdd79a7e21d28fc7c75a2dd4fae8b51c96fa428338904e388df
cremad,AudioWAV/1022_IEO_SAD_HI.wav,cremad/1022_IEO_SAD_HI,cremad_1022,,,sad,sad,sad,2.275562,16000,62898681e1591ff7a63b4f8d68518c64fa40654ffb3bf5f0ff32f726c8d6b073
cremad,AudioWAV/1022_IEO_SAD_LO.wav,cremad/1022_IEO_SAD_LO,cremad_1022,,,sad,sad,sad,1.868500,16000,e912ae9354915f853f06c462c2c35342fbfa8461d246b4d0f8c46d583c89e308
cremad,AudioWAV/1022_IEO_SAD_MD.wav,cremad/1022_IEO_SAD_MD,cremad_1022,,,sad,sad,sad,2.669313,16000,d45142260d145b50b0bb1423caeab72a5cc67e3ab6e73b92e786ed9838762678
cremad,AudioWAV/1022_IOM_ANG_XX.wav,cremad/1022_IOM_ANG_XX,cremad_1022,,,angry,angry,angry,2.802812,16000,87cebe9f2b7fca1a0b2fc6916af36cf2c966bb11daeaccf44faa31fafa399e69
cremad,AudioWAV/1022_IOM_DIS_XX.wav,cremad/1022_IOM_DIS_XX,cremad_1022,,,disgust,disgust,,2.635937,16000,3ced93d03a869e9e0bae61e61c1142921d9fceb3557ad06cfa0d4dbf3d6b5586
cremad,AudioWAV/1022_IOM_FEA_XX.wav,cremad/1022_IOM_FEA_XX,cremad_1022,,,fear,fear,,2.669313,16000,3c54d9f5293c442dfffd83fceb0084b00cb009425cc7969d92dfcf2409145912
cremad,AudioWAV/1022_IOM_HAP_XX.wav,cremad/1022_IOM_HAP_XX,cremad_1022,,,happy,happy,happy,2.435750,16000,c7f89136fb2ba14f671f3fa9e26de5be3e0aa032157fa6dc051fcdd4de0e74d9
cremad,AudioWAV/1022_IOM_NEU_XX.wav,cremad/1022_IOM_NEU_XX,cremad_1022,,,neutral,neutral,neutral,2.268937,16000,958d783822227b661707ce23dacfc3acfc336ac203e45f0effac3c84433d7af1
cremad,AudioWAV/1022_IOM_SAD_XX.wav,cremad/1022_IOM_SAD_XX,cremad_1022,,,sad,sad,sad,2.469125,16000,75a81d81b62faf0163a199b3253f594edc704f3fb73821f894d3ceb26a3172ed
cremad,AudioWAV/1022_ITH_ANG_XX.wav,cremad/1022_ITH_ANG_XX,cremad_1022,,,angry,angry,angry,3.236562,16000,bd2b8ea5e42785a8ca9d6fc9fb6db83306397a80375b779c41a5cde8855c29a6
cremad,AudioWAV/1022_ITH_DIS_XX.wav,cremad/1022_ITH_DIS_XX,cremad_1022,,,disgust,disgust,,2.736063,16000,a645dfb34088509b6ca3527801633629faa9cff6cd915dcc85eeefd94b15b71a
cremad,AudioWAV/1022_ITH_FEA_XX.wav,cremad/1022_ITH_FEA_XX,cremad_1022,,,fear,fear,,2.282688,16000,0c38388fa9dc6d8b9650f1d764914d498875e8ac28eb1345edd2fab718b94311
cremad,AudioWAV/1022_ITH_HAP_XX.wav,cremad/1022_ITH_HAP_XX,cremad_1022,,,happy,happy,happy,2.869562,16000,8b8c2b555a9318cae3ce18d99e9c27fe2401f0a6e652e198fa07f82a0e6d9f0b
cremad,AudioWAV/1022_ITH_NEU_XX.wav,cremad/1022_ITH_NEU_XX,cremad_1022,,,neutral,neutral,neutral,2.902875,16000,7a25c226ed7620f2896bdd1025b088822238fa69ac8703444300a46cbf6dcedc
cremad,AudioWAV/1022_ITH_SAD_XX.wav,cremad/1022_ITH_SAD_XX,cremad_1022,,,sad,sad,sad,2.936250,16000,c015735ca735cac6495c90a4c08c417731ab38db5150921b70c6793381b8ea11
cremad,AudioWAV/1022_ITS_ANG_XX.wav,cremad/1022_ITS_ANG_XX,cremad_1022,,,angry,angry,angry,2.435750,16000,fecbafb73519e601c5c012a65a6bbccaa22fad0555318bfd77dc3b436d2a0e94
cremad,AudioWAV/1022_ITS_DIS_XX.wav,cremad/1022_ITS_DIS_XX,cremad_1022,,,disgust,disgust,,2.602625,16000,ad30f7a9752b92478852bb4aed991a14da10ea040a4d28584a16153a181fe71c
cremad,AudioWAV/1022_ITS_FEA_XX.wav,cremad/1022_ITS_FEA_XX,cremad_1022,,,fear,fear,,2.435750,16000,a93004981b8feaed2bbe2752cb4c34a09328e29907f9290cb4e24359b9ca1a3e
